id_siniestro,id_poliza,id_asegurado,id_vehiculo,id_conductor,id_proveedor,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,ciudad,descripcion,documentos_completos,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,historial_siniestros_vehiculo,historial_siniestros_conductor,historial_solo_rc_asegurado,tipo_impacto,hora_evento,tercero_identificado,evidencia_camaras,tipo_via,clima,documento_inconsistente,relato_ilogico,narrativa_cluster_id,similitud_narrativa_max,etiqueta_fraude_simulada,perfil_riesgo_generacion,suma_asegurada,deducible,canal_venta,proveedor_en_lista_restrictiva,proveedor_casos_observados_ultimo_anio,ratio_monto_suma_asegurada,score_reglas,score_modelo_simulado,score_final,nivel_riesgo,alertas_activadas,reglas_criticas_activadas,accion_sugerida
SIN-00722,POL-00343,ASEG-00289,VEH-00017,COND-00288,PROV-0012,Vehiculos,Choque,2025-07-01,2025-07-02,2150,2130,860,Reserva,Santo Domingo,Santo Domingo,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,No,PROV-0012,247,118,1,3,3,0,2,Lateral,1,Si,Si,Perimetral,Noche lluvia,No,No,,0.21,0,normal,21100,200,Banca Seguros,No,0,0.1019,18,23.3,19.8,Verde Bajo,Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Documentos incompletos,,Continuar flujo normal con controles estandar
SIN-00723,POL-00224,ASEG-00194,VEH-00210,COND-00122,PROV-0029,Vehiculos,Danos Propios,2024-09-02,2024-09-05,7990,7890,3190,Pago Total,Guayaquil Norte,Guayaquil,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0029,100,265,3,0,3,1,0,Lateral,23,Si,No,Parqueadero,Neblina,No,Si,,0.13,0,normal,29600,250,Directo Web,No,1,0.2699,12,14.3,73.5,Amarillo Medio,Alta frecuencia de reclamos del vehiculo | Relato ilogico frente al tipo de impacto,RF-04,Escalar a revision documental y validacion de soportes
SIN-00724,POL-00054,ASEG-00302,VEH-00061,COND-00287,PROV-0039,Vehiculos,Robo Parcial,2025-09-05,2025-09-05,730,800,290,Pago Total,Guayaquil Centro,Guayaquil,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0039,190,175,0,3,0,2,0,Robo,0,No,Si,Parqueadero,Despejado,No,No,,0.39,0,normal,14500,1000,Directo Web,Si,2,0.0503,22,26.6,73.2,Amarillo Medio,Alta frecuencia de reclamos del asegurado | Frecuencia moderada de reclamos del conductor | Proveedor en lista restrictiva simulada,RF-03,Escalar a revision documental y validacion de soportes
SIN-00725,POL-00445,ASEG-00280,VEH-00419,COND-00039,PROV-0034,Vehiculos,Choque,2025-07-22,2025-07-24,9850,11880,0,Reserva,Loja,Loja,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0034,176,189,2,1,4,0,1,Posterior,9,No aplica,Si,Parqueadero,Neblina,No,No,,0.57,0,normal,34100,500,Sucursal,No,2,0.2889,9,10.4,9.5,Verde Bajo,Alta frecuencia de reclamos del vehiculo | Antecedente de reclamo solo RC,,Continuar flujo normal con controles estandar
SIN-00726,POL-00161,ASEG-00237,VEH-00378,COND-00412,PROV-0016,Vehiculos,Danos Propios,2023-11-18,2023-11-19,8370,6860,6690,Liquidado,Quito Sur,Quito,Fui impactado al salir del parqueadero y el tercero huyo sin entregar informacion.,No,PROV-0016,192,173,1,0,1,1,0,Lateral,12,Si,Si,Urbana,Noche seca,No,No,CLON-01,0.76,0,medio,44100,400,Agente,Si,1,0.1898,18,35.7,70.1,Amarillo Medio,Proveedor en lista restrictiva simulada | Documentos incompletos | Narrativa con similitud entre 70% y 84%,RF-03,Escalar a revision documental y validacion de soportes
SIN-00727,POL-00259,ASEG-00119,VEH-00225,COND-00001,PROV-0020,Vehiculos,Gastos Medicos por Accidente,2023-10-15,2023-10-16,2270,2630,1810,Liquidado,Guayaquil Norte,Guayaquil,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0020,106,259,1,0,3,0,0,Estacionado,13,Si,No aplica,Interprovincial,Noche seca,No,No,,0.36,0,normal,30100,200,Banca Seguros,No,2,0.0754,6,20.6,11.1,Verde Bajo,Alta frecuencia de reclamos del vehiculo,,Continuar flujo normal con controles estandar
SIN-00728,POL-00270,ASEG-00050,,,PROV-0048,Accidentes Personales,Accidente Personal,2024-10-29,2024-10-29,1310,1070,520,Cierre Sin Consecuencia,Quito Centro,Quito,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0048,16,349,0,4,0,0,2,Robo,18,No aplica,Si,Residencial,Lluvia,No,No,,0.47,1,medio,10000,100,Broker,No,1,0.131,12,49.6,25.1,Verde Bajo,Borde vigencia: siniestro entre dias 11 y 30 | Alta frecuencia de reclamos del asegurado,,Continuar flujo normal con controles estandar
SIN-00729,POL-00051,ASEG-00012,VEH-00275,COND-00413,PROV-0040,Vehiculos,Responsabilidad Civil,2023-09-09,2023-09-16,3490,2650,1390,Negativa,Quito Centro,Quito,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0040,235,130,7,0,0,0,0,Posterior,22,No aplica,No,Urbana,Neblina,No,No,,0.05,0,medio,35900,300,Directo Web,No,1,0.0972,3,44.0,17.4,Verde Bajo,Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00730,POL-00466,ASEG-00025,VEH-00176,COND-00152,PROV-0002,Vehiculos,Choque,2026-03-27,2026-04-04,13800,8280,8280,Reserva,Machala,Machala,Atencion medica por accidente de transito con factura y formulario completo.,No,PROV-0002,364,1,8,1,1,3,0,Frontal,19,No,No,Interprovincial,Noche lluvia,No,No,,0.55,1,alto,24700,250,Sucursal,Si,0,0.5587,45,84.0,91.7,Rojo Alto,Borde vigencia: siniestro dentro de ultimos 10 dias | Alta frecuencia de reclamos del conductor | Proveedor en lista restrictiva simulada | Documentos incompletos | Evento sin tercero identificado ni evidencia de camaras | Reporte tardio mayor a 7 dias | Monto reclamado alto frente a suma asegurada o estimado,RF-03,Escalar a unidad antifraude para revision especializada
SIN-00731,POL-00482,ASEG-00053,VEH-00416,COND-00397,PROV-0056,Vehiculos,Danos Propios,2023-12-08,2023-12-14,2850,2900,1710,Reserva,Quito Centro,Quito,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0056,56,309,6,0,0,0,0,Posterior,16,No,Si,Perimetral,Lluvia,No,No,,0.17,0,normal,28700,500,Directo Web,No,0,0.0993,3,2.8,2.9,Verde Bajo,Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00732,POL-00272,ASEG-00143,VEH-00212,COND-00141,PROV-0008,Vehiculos,Responsabilidad Civil,2025-08-31,2025-09-03,1100,1030,440,Pago Parcial,Machala,Machala,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0008,59,306,3,1,2,2,0,Lateral,9,Si,No aplica,Parqueadero,Lluvia,No,No,,0.45,0,normal,29400,400,Directo Web,No,1,0.0374,7,13.8,9.4,Verde Bajo,Frecuencia moderada de reclamos del vehiculo | Frecuencia moderada de reclamos del conductor,,Continuar flujo normal con controles estandar
SIN-00733,POL-00127,ASEG-00294,,,PROV-0049,Hogar,Incendio,2024-01-17,2024-01-19,7260,5680,2900,Reserva,Guayaquil Norte,Guayaquil,A primera hora encontre el vehiculo con danos y no se cuenta con camaras.,Si,PROV-0049,0,365,2,5,0,0,1,Multiple,20,Si,No,Parqueadero,Noche seca,Si,Si,CLON-02,0.88,1,alto,20000,250,Agente,No,5,0.363,48,78.5,82.9,Rojo Alto,Borde vigencia: siniestro dentro de primeros 10 dias | Alta frecuencia de reclamos del asegurado | Antecedente de reclamo solo RC | Proveedor recurrente en casos observados | Documentos inconsistentes o fechas no coinciden | Relato ilogico frente al tipo de impacto | Narrativa con similitud mayor a 85% frente a otro reclamo,RF-02 | RF-04 | RF-05 | RF-07,Escalar a unidad antifraude para revision especializada
SIN-00734,POL-00262,ASEG-00259,VEH-00081,COND-00366,PROV-0007,Vehiculos,Choque,2025-09-01,2025-09-01,3060,2700,3060,Anticipo,Quito Sur,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0007,134,231,0,3,1,0,0,Lateral,19,No aplica,No,Perimetral,Lluvia,No,No,,0.35,0,normal,29300,300,Agente,No,7,0.1044,13,30.1,19.0,Verde Bajo,Alta frecuencia de reclamos del asegurado | Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00735,POL-00446,ASEG-00322,VEH-00002,COND-00428,PROV-0058,Vehiculos,Danos Propios,2025-08-24,2025-08-25,7430,8210,0,Negativa,Manta,Manta,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0058,130,235,1,0,0,0,0,Sin impacto,11,Si,No,Urbana,Despejado,No,No,,0.54,0,normal,26000,200,Directo Web,No,2,0.2858,0,14.1,4.9,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00736,POL-00361,ASEG-00129,VEH-00197,COND-00054,PROV-0044,Vehiculos,Robo Total,2024-04-27,2024-04-29,32060,36130,32060,Anticipo,Cuenca,Cuenca,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,No,PROV-0044,192,173,2,1,1,0,0,Robo,23,Si,No aplica,Interprovincial,Noche seca,No,No,,0.31,0,normal,48400,200,Sucursal,No,0,0.6624,8,15.2,10.5,Verde Bajo,Demora denuncia por robo entre 24 y 48 horas | Documentos incompletos,,Continuar flujo normal con controles estandar
SIN-00737,POL-00393,ASEG-00090,VEH-00047,COND-00451,PROV-0013,Vehiculos,Responsabilidad Civil,2024-09-25,2024-09-27,1130,1170,0,Cierre Sin Consecuencia,Santo Domingo,Santo Domingo,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0013,63,302,2,0,3,1,0,Estacionado,5,Si,No,Parqueadero,Despejado,No,No,,0.28,0,normal,24400,300,Agente,No,2,0.0463,6,13.8,8.7,Verde Bajo,Alta frecuencia de reclamos del vehiculo,,Continuar flujo normal con controles estandar
SIN-00738,POL-00360,ASEG-00119,VEH-00370,COND-00062,PROV-0003,Vehiculos,Cristales,2025-11-30,2025-12-01,300,250,0,Cierre Sin Consecuencia,Guayaquil Centro,Guayaquil,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,Si,PROV-0003,197,168,1,7,0,6,2,Posterior,17,Si,No,Parqueadero,Lluvia,No,No,,0.14,0,medio,21700,400,Banca Seguros,No,1,0.0138,16,29.6,20.8,Verde Bajo,Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del conductor,,Continuar flujo normal con controles estandar
SIN-00739,POL-00488,ASEG-00330,VEH-00269,COND-00163,PROV-0045,Vehiculos,Danos Propios,2025-08-02,2025-08-02,3720,3590,1490,Reserva,Quito Centro,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0045,130,235,0,1,1,2,0,Lateral,14,Si,No,Urbana,Noche lluvia,No,No,,0.28,0,normal,22700,750,Sucursal,No,5,0.1639,9,24.9,14.6,Verde Bajo,Frecuencia moderada de reclamos del conductor | Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00740,POL-00385,ASEG-00101,VEH-00236,COND-00338,PROV-0001,Vehiculos,Gastos Medicos por Accidente,2026-08-11,2026-08-14,5800,5250,2320,Anticipo,Guayaquil Sur,Guayaquil,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,No,PROV-0001,356,9,3,1,2,0,1,Lateral,21,Si,No,Urbana,Neblina,No,No,,0.55,0,medio,33900,400,Sucursal,No,0,0.1711,18,44.5,27.3,Verde Bajo,Borde vigencia: siniestro dentro de ultimos 10 dias | Frecuencia moderada de reclamos del vehiculo | Antecedente de reclamo solo RC | Documentos incompletos,,Continuar flujo normal con controles estandar
SIN-00741,POL-00160,ASEG-00103,VEH-00116,COND-00179,PROV-0035,Vehiculos,Choque,2024-01-24,2024-01-26,630,730,500,Cierre Sin Consecuencia,Quito Norte,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0035,76,289,2,1,0,1,0,Posterior,3,Si,No,Parqueadero,Noche seca,No,No,,0.21,0,normal,14400,750,Broker,No,1,0.0437,0,11.4,4.0,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00742,POL-00095,ASEG-00096,VEH-00238,COND-00369,PROV-0028,Vehiculos,Responsabilidad Civil,2024-08-05,2024-08-06,810,820,640,Pago Total,Quito Norte,Quito,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,Si,PROV-0028,357,8,1,6,4,1,2,Posterior,14,No,No,Parqueadero,Noche lluvia,No,Si,,0.43,0,medio,27100,500,Sucursal,No,1,0.0299,28,47.0,56.4,Amarillo Medio,Borde vigencia: siniestro dentro de ultimos 10 dias | Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Relato ilogico frente al tipo de impacto,RF-04,Escalar a revision documental y validacion de soportes
SIN-00743,POL-00022,ASEG-00004,VEH-00093,COND-00406,PROV-0011,Vehiculos,Choque,2024-03-28,2024-03-29,5620,5050,2250,Cierre Sin Consecuencia,Guayaquil Centro,Guayaquil,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0011,108,257,1,3,2,1,0,Estacionado,3,No,No aplica,Urbana,Neblina,No,No,,0.12,0,normal,16500,750,Broker,No,9,0.3406,16,30.8,21.2,Verde Bajo,Alta frecuencia de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00744,POL-00304,ASEG-00268,VEH-00382,COND-00085,PROV-0018,Vehiculos,Gastos Medicos por Accidente,2024-08-13,2024-08-15,7120,8630,5690,Reserva,Quito Centro,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0018,309,56,2,0,0,1,0,Frontal,1,Si,No aplica,Parqueadero,Despejado,No,No,,0.13,0,normal,59600,400,Broker,No,2,0.1195,3,13.6,6.7,Verde Bajo,Accidente complejo en horario de madrugada,,Continuar flujo normal con controles estandar
SIN-00745,POL-00061,ASEG-00221,VEH-00205,COND-00138,PROV-0040,Vehiculos,Robo Parcial,2025-07-12,2025-07-12,4770,4340,4770,Pago Parcial,Guayaquil Sur,Guayaquil,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0040,91,274,0,1,1,0,0,Robo,13,Si,No,Urbana,Lluvia,No,No,,0.5,0,normal,20300,250,Agente,No,1,0.235,0,10.9,3.8,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00746,POL-00225,ASEG-00350,VEH-00212,COND-00010,PROV-0045,Vehiculos,Responsabilidad Civil,2024-05-22,2024-05-24,6320,6030,6320,Pago Total,Cuenca,Cuenca,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0045,293,72,2,1,1,0,0,Posterior,6,Si,No,Interprovincial,Noche lluvia,Si,No,,0.3,0,normal,47000,750,Broker,No,5,0.1345,15,30.3,60.4,Amarillo Medio,Proveedor recurrente en casos observados | Documentos inconsistentes o fechas no coinciden,RF-02,Escalar a revision documental y validacion de soportes
SIN-00747,POL-00240,ASEG-00074,VEH-00385,COND-00007,PROV-0029,Vehiculos,Responsabilidad Civil,2025-09-29,2025-10-01,1790,2010,1790,Negativa,Quito Centro,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0029,49,316,2,3,0,0,0,Estacionado,6,Si,No aplica,Residencial,Despejado,No,No,,0.11,0,normal,10000,500,Broker,No,1,0.179,8,21.8,12.8,Verde Bajo,Alta frecuencia de reclamos del asegurado,,Continuar flujo normal con controles estandar
SIN-00748,POL-00164,ASEG-00060,,,PROV-0052,Accidentes Personales,Accidente Personal,2024-06-14,2024-06-14,1440,1320,1440,Cierre Sin Consecuencia,Cuenca,Cuenca,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0052,304,61,0,1,0,0,0,Lateral,14,Si,No,Urbana,Neblina,No,No,,0.54,0,normal,20000,150,Broker,No,1,0.072,0,23.5,8.2,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00749,POL-00022,ASEG-00004,VEH-00093,COND-00061,PROV-0033,Vehiculos,Robo Parcial,2024-02-12,2024-02-18,1170,890,0,Pago Parcial,Guayaquil Norte,Guayaquil,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0033,63,302,6,2,1,2,0,Robo,1,No,No,Urbana,Despejado,No,No,,0.39,1,alto,16500,750,Broker,No,9,0.0709,24,62.5,69.7,Amarillo Medio,Demora denuncia por robo mayor a 48 horas | Frecuencia moderada de reclamos del asegurado | Frecuencia moderada de reclamos del conductor | Proveedor recurrente en casos observados | Reporte tardio entre 4 y 7 dias,RF-06,Escalar a revision documental y validacion de soportes
SIN-00750,POL-00165,ASEG-00180,VEH-00339,COND-00223,PROV-0055,Vehiculos,Choque,2023-12-05,2023-12-07,13440,11710,0,Reserva,Guayaquil Sur,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0055,304,61,2,2,4,0,1,Estacionado,9,Si,Si,Parqueadero,Lluvia,No,No,,0.47,0,normal,55700,1000,Sucursal,No,2,0.2413,13,31.5,19.5,Verde Bajo,Frecuencia moderada de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Antecedente de reclamo solo RC,,Continuar flujo normal con controles estandar
SIN-00751,POL-00285,ASEG-00252,VEH-00077,COND-00084,PROV-0029,Vehiculos,Robo Total,2025-08-14,2025-08-21,31210,32440,18720,Reserva,Quito Norte,Quito,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,Si,PROV-0029,240,125,7,5,1,3,1,Robo,22,No,No aplica,Urbana,Neblina,No,No,,0.33,1,medio,37900,400,Banca Seguros,No,1,0.8235,30,54.2,60.3,Amarillo Medio,Demora denuncia por robo mayor a 48 horas | Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del conductor | Antecedente de reclamo solo RC | Reporte tardio entre 4 y 7 dias,RF-06,Escalar a revision documental y validacion de soportes
SIN-00752,POL-00424,ASEG-00100,,,PROV-0052,Accidentes Personales,Accidente Personal,2024-09-11,2024-09-12,2470,2440,990,Pago Total,Ambato,Ambato,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0052,78,287,1,0,0,0,0,Posterior,20,No aplica,No,Residencial,Noche lluvia,No,No,,0.28,0,normal,20000,100,Sucursal,No,1,0.1235,0,7.1,2.5,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00753,POL-00011,ASEG-00349,VEH-00065,COND-00070,PROV-0059,Vehiculos,Choque,2024-11-14,2024-11-14,9870,11660,7900,Reserva,Quito Centro,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0059,237,128,0,0,0,3,0,Lateral,21,Si,No,Interprovincial,Neblina,No,No,,0.17,0,normal,46300,250,Banca Seguros,No,1,0.2132,8,25.0,14.0,Verde Bajo,Alta frecuencia de reclamos del conductor,,Continuar flujo normal con controles estandar
SIN-00754,POL-00187,ASEG-00050,VEH-00419,COND-00047,PROV-0053,Vehiculos,Choque,2024-09-07,2024-09-09,2400,2340,1920,Liquidado,Quito Norte,Quito,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0053,154,211,2,2,2,1,1,Estacionado,3,Si,No,Parqueadero,Neblina,No,Si,,0.53,0,normal,28900,200,Broker,No,5,0.083,21,12.2,68.1,Amarillo Medio,Frecuencia moderada de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Antecedente de reclamo solo RC | Proveedor recurrente en casos observados | Relato ilogico frente al tipo de impacto,RF-04,Escalar a revision documental y validacion de soportes
SIN-00755,POL-00221,ASEG-00150,VEH-00231,COND-00313,PROV-0013,Vehiculos,Responsabilidad Civil,2024-04-05,2024-04-06,7960,7340,3190,Pago Total,Machala,Machala,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0013,284,81,1,3,0,0,1,Frontal,6,Si,No,Residencial,Despejado,No,No,,0.49,0,normal,36600,300,Broker,No,2,0.2175,11,21.0,14.5,Verde Bajo,Alta frecuencia de reclamos del asegurado | Antecedente de reclamo solo RC,,Continuar flujo normal con controles estandar
SIN-00756,POL-00229,ASEG-00295,VEH-00211,COND-00192,PROV-0006,Vehiculos,Danos Propios,2023-05-12,2023-05-12,8660,9470,8660,Pago Total,Guayaquil Norte,Guayaquil,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,No,PROV-0006,40,325,0,0,0,0,0,Lateral,9,Si,No aplica,Parqueadero,Lluvia,No,No,,0.27,0,normal,28600,400,Banca Seguros,No,0,0.3028,4,6.6,4.9,Verde Bajo,Documentos incompletos,,Continuar flujo normal con controles estandar
SIN-00757,POL-00463,ASEG-00258,,,PROV-0046,Accidentes Personales,Accidente Personal,2025-07-15,2025-07-18,4530,5300,4530,Anticipo,Cuenca,Cuenca,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0046,42,323,3,1,0,0,1,Lateral,11,Si,Si,Parqueadero,Noche seca,No,No,,0.4,0,normal,30000,0,Banca Seguros,No,0,0.151,3,12.4,6.3,Verde Bajo,Antecedente de reclamo solo RC,,Continuar flujo normal con controles estandar
SIN-00758,POL-00021,ASEG-00306,VEH-00065,COND-00033,PROV-0026,Vehiculos,Danos Propios,2025-09-12,2025-09-13,4000,4180,1600,Pago Total,Quito Sur,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0026,74,291,1,3,2,1,1,Robo,14,Si,Si,Parqueadero,Despejado,No,No,,0.37,0,normal,16300,200,Broker,No,5,0.2454,19,19.8,19.3,Verde Bajo,Alta frecuencia de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Antecedente de reclamo solo RC | Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00759,POL-00451,ASEG-00098,VEH-00153,COND-00303,PROV-0043,Vehiculos,Responsabilidad Civil,2025-06-26,2025-06-27,2280,2190,910,Pago Total,Ambato,Ambato,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0043,306,59,1,2,4,1,1,Estacionado,22,Si,No,Interprovincial,Lluvia,No,No,,0.08,0,normal,11300,300,Banca Seguros,No,1,0.2018,13,26.5,17.7,Verde Bajo,Frecuencia moderada de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Antecedente de reclamo solo RC,,Continuar flujo normal con controles estandar
SIN-00760,POL-00499,ASEG-00114,VEH-00064,COND-00406,PROV-0039,Vehiculos,Responsabilidad Civil,2025-09-01,2025-09-06,2090,1940,840,Liquidado,Quito Norte,Quito,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,Si,PROV-0039,169,196,5,10,2,2,3,Multiple,4,Si,No,Parqueadero,Despejado,No,No,,0.07,0,medio,32200,300,Broker,Si,2,0.0649,37,54.5,65.7,Amarillo Medio,Alta frecuencia de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Frecuencia moderada de reclamos del conductor | Frecuencia atipica de reclamos solo RC | Proveedor en lista restrictiva simulada | Accidente complejo en horario de madrugada | Reporte tardio entre 4 y 7 dias,RF-03,Escalar a revision documental y validacion de soportes
SIN-00761,POL-00370,ASEG-00270,VEH-00272,COND-00132,PROV-0053,Vehiculos,Perdida Total por Robo,2024-10-14,2024-10-18,45180,48780,45180,Liquidado,Guayaquil Sur,Guayaquil,Reporto robo del vehiculo ocurrido cerca del fin de la poliza con denuncia tardia.,Si,PROV-0053,301,64,4,3,3,2,0,Robo,3,Si,No,Interprovincial,Despejado,No,No,CLON-03,0.94,0,alto,55900,300,Sucursal,No,5,0.8082,42,63.6,77.5,Rojo Alto,Demora denuncia por robo mayor a 48 horas | Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Frecuencia moderada de reclamos del conductor | Proveedor recurrente en casos observados | Reporte tardio entre 4 y 7 dias | Narrativa con similitud mayor a 85% frente a otro reclamo,RF-01 | RF-07,Escalar a unidad antifraude para revision especializada
SIN-00762,POL-00393,ASEG-00090,VEH-00047,COND-00315,PROV-0058,Vehiculos,Choque,2025-01-24,2025-01-24,2340,2370,0,Reserva,Santo Domingo,Santo Domingo,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,No,PROV-0058,184,181,0,1,3,0,1,Estacionado,16,Si,No aplica,Parqueadero,Despejado,No,No,,0.09,0,normal,24400,300,Agente,No,2,0.0959,13,14.0,13.3,Verde Bajo,Alta frecuencia de reclamos del vehiculo | Antecedente de reclamo solo RC | Documentos incompletos,,Continuar flujo normal con controles estandar
SIN-00763,POL-00424,ASEG-00100,,,PROV-0020,Accidentes Personales,Accidente Personal,2025-04-13,2025-04-13,3050,2670,1830,Liquidado,Ambato,Ambato,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0020,292,73,0,1,0,0,0,Estacionado,15,Si,Si,Perimetral,Noche lluvia,No,No,,0.3,0,normal,20000,100,Sucursal,No,2,0.1525,0,17.4,6.1,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00764,POL-00230,ASEG-00002,VEH-00292,COND-00398,PROV-0045,Vehiculos,Robo Total,2026-01-09,2026-01-13,43000,41220,17200,Pago Parcial,Guayaquil Sur,Guayaquil,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,Si,PROV-0045,69,296,4,1,1,2,0,Robo,5,Si,Si,Residencial,Despejado,No,No,,0.09,0,medio,44600,1000,Banca Seguros,No,5,0.9641,25,36.1,28.9,Verde Bajo,Demora denuncia por robo mayor a 48 horas | Frecuencia moderada de reclamos del conductor | Proveedor recurrente en casos observados | Reporte tardio entre 4 y 7 dias | Monto reclamado alto frente a suma asegurada o estimado,,Continuar flujo normal con controles estandar
SIN-00765,POL-00234,ASEG-00184,VEH-00263,COND-00054,PROV-0007,Vehiculos,Danos Propios,2024-05-09,2024-05-11,2810,2950,1120,Pago Parcial,Quito Norte,Quito,El asegurado indica que fue impactado al salir de un parqueadero y el tercero abandono el lugar.,Si,PROV-0007,15,350,2,3,3,1,0,Posterior,7,No,No,Perimetral,Despejado,No,No,,0.38,0,medio,20300,400,Agente,No,7,0.1384,23,37.1,27.9,Verde Bajo,Borde vigencia: siniestro entre dias 11 y 30 | Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00766,POL-00025,ASEG-00241,VEH-00086,COND-00439,PROV-0050,Vehiculos,Responsabilidad Civil,2023-12-23,2023-12-23,5160,6010,5160,Reserva,Quito Norte,Quito,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0050,164,201,0,3,3,1,0,Posterior,1,Si,No aplica,Parqueadero,Lluvia,No,No,,0.38,0,normal,30900,500,Directo Web,No,1,0.167,14,16.3,14.8,Verde Bajo,Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo,,Continuar flujo normal con controles estandar
